time,memory,io_read_count,io_write_count,io_read,io_write,cpu_util_avg,cpu_util_min,cpu_util_max,cpu_util_0,cpu_util_1,cpu_util_2,cpu_util_3,cpu_util_4,cpu_util_5,cpu_util_6,cpu_util_7,gpu_util_avg,gpu_util_min,gpu_util_max,gpu_band_avg,gpu_band_min,gpu_band_max,gpu_mem_avg,gpu_mem_min,gpu_mem_max,gpu_power_avg,gpu_power_min,gpu_power_max,gpu_util_0,gpu_band_0,gpu_mem_0,gpu_power_0,cell_index
11776293.77734354,5.1162261962890625,114894113.87299214,204497.55473334607,2109609.2080483357,13597090.59874904,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,19.4875,74.0,74.0,74.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,285.163,285.163,285.163,74.0,0.0,11.2421875,285.163,5
11776294.78435606,5.1162261962890625,113452981.69843228,201881.30332574208,2082548.0898989493,13422673.235676821,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,19.900000000000002,72.0,72.0,72.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.25,287.25,287.25,72.0,0.0,11.2421875,287.25,5
11776295.783897951,5.1162261962890625,114336617.54906005,203398.1783858372,2098113.1629729485,13522994.99572408,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,20.724999999999998,88.0,88.0,88.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,285.833,285.833,285.833,88.0,0.0,11.2421875,285.833,5
11776296.782736111,5.1162261962890625,114452880.91375746,203550.49306679956,2099591.388866605,13532522.623554287,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,20.3125,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,268.199,268.199,268.199,79.0,0.0,11.2421875,268.199,5
11776297.783319507,5.1162261962890625,114286131.00124434,203195.45671299443,2095929.2445998292,13508918.959334837,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,19.25,79.0,79.0,79.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,287.361,287.361,287.361,79.0,0.0,11.2421875,287.361,5
11776298.763870988,5.1162261962890625,116654468.62059493,207354.74259999013,2138747.4702838575,13784895.804563927,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,19.1375,63.0,63.0,63.0,0.0,0.0,0.0,11.2421875,11.2421875,11.2421875,285.186,285.186,285.186,63.0,0.0,11.2421875,285.186,5
11776299.78305274,5.1162261962890625,112265167.33707708,199503.1793748227,2057682.0519956138,13262403.85075298,19.725,19.725,19.725,19.725,19.725,19.725,19.725,19.725,19.725,19.725,19.725,59.0,59.0,59.0,0.0,0.0,0.0,11.244140625,11.244140625,11.244140625,290.831,290.831,290.831,59.0,0.0,11.244140625,290.831,5
11776300.795800855,5.1162261962890625,113010796.39787088,200779.44064822607,2070753.7929974506,13346655.306428881,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,19.775,85.0,85.0,85.0,0.0,0.0,0.0,11.244140625,11.244140625,11.244140625,281.365,281.365,281.365,85.0,0.0,11.244140625,281.365,5
11776301.796233429,5.1162261962890625,114439556.50809687,203252.07858599257,2096245.220373618,13510955.521939335,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,18.8875,50.0,50.0,50.0,0.0,0.0,0.0,11.244140625,11.244140625,11.244140625,250.908,250.908,250.908,50.0,0.0,11.244140625,250.908,5
11776302.798000433,5.1162261962890625,114320685.90116128,202989.31708327867,2093452.8606125067,13492957.890666548,19.025,19.025,19.025,19.025,19.025,19.025,19.025,19.025,19.025,19.025,19.025,92.0,92.0,92.0,0.0,0.0,0.0,11.244140625,11.244140625,11.244140625,265.1,265.1,265.1,92.0,0.0,11.244140625,265.1,5
